123.680,139.900
-125.297,138.503
-65.459,-81.836
-32.005,187.700
-176.520,-58.747
-67.880,-80.923
-168.447,-35.583
-120.501,140.883
118.090,130.138
-80.775,-71.145
110.429,141.363
-100.895,142.773
126.969,130.103
-22.471,186.986
-33.829,180.825
-118.814,128.305
-106.183,152.159
-113.262,131.791
-17.427,185.850
-23.506,202.836
-72.644,-64.958
-167.631,-43.558
-126.920,145.498
-115.222,125.844
-26.080,188.184
-119.411,147.212
118.383,131.242
-32.707,189.764
-105.502,152.599
-30.671,181.531
-66.722,-85.540
-112.610,139.680
120.774,138.304
-82.877,-67.711
134.207,132.836
-177.252,-44.540
-116.883,132.471
-107.021,150.836
-78.090,-75.219
125.616,131.445
-169.793,-33.109
-28.298,184.899
126.880,143.674
-64.928,-69.639
-56.548,-67.119
-169.373,-44.448
-59.289,-80.119
-117.240,142.654
-114.042,142.964
-18.398,204.018
-66.221,-64.059
-120.721,128.273
-79.940,-62.447
-169.897,-33.769
119.613,138.660
115.239,125.092
-28.375,196.344
114.812,127.076
-80.733,-68.307
-113.712,144.333
-20.944,180.242
-26.967,192.063
121.199,143.916
-116.180,125.570
-77.785,-59.418
-179.417,-53.869
-25.231,191.210
-117.303,145.011
-79.573,-62.211
-75.276,-74.976
-30.504,194.698
112.019,136.475
-120.327,134.741
-182.449,-32.735
-115.297,138.153
-57.000,-65.435
-23.047,201.735
-25.631,203.292
-106.830,130.022
-190.694,-49.284
-28.120,179.751
124.962,123.031
122.465,145.481
-31.350,187.861
133.373,134.783
111.992,122.433
-38.049,200.356
-58.993,-81.020
111.746,141.951
123.457,139.479
-28.023,194.668
-171.692,-37.664
-119.156,150.029
-63.019,-78.057
-26.963,203.184
-82.016,-67.817
-107.262,130.099
-174.245,-43.666
118.073,120.680
-120.349,131.269
122.309,120.965
-19.942,183.299
-111.310,146.813
-66.481,-76.202
-112.068,128.033
120.836,121.560
-25.992,196.351
-68.826,-78.397
-19.892,198.501
-116.049,126.650
127.228,125.563
-123.181,139.505
-77.020,-65.594
-26.447,188.277
-69.579,-58.659
-109.567,126.876
128.520,141.836
124.086,140.854
-105.695,129.325
113.389,126.598
-179.487,-59.624
-169.359,-52.094
-181.590,-35.338
-123.211,133.093
-30.989,181.425
-174.879,-41.236
-25.420,204.437
-29.893,207.030
-65.716,-58.468
-109.211,129.661
-23.298,204.918
-76.414,-69.628
-113.475,149.964
119.831,122.308
-171.977,-56.387
-67.906,-73.026
-33.392,182.510
-17.110,189.262
-35.978,201.251
-174.491,-32.675
-171.277,-46.212
-107.970,148.122
-25.080,187.614
-113.578,145.213
-110.511,141.746
-188.436,-48.419
-64.830,-85.174
-101.721,146.422
-109.889,127.247
-180.283,-42.993
-173.275,-48.445
-113.435,153.432
-38.339,188.647
-20.961,185.481
113.312,131.406
-106.035,144.574
-83.218,-74.758
-108.241,147.082
-114.189,126.656
-84.771,-72.352
-20.468,202.680
-100.516,132.010
-104.884,151.993
-70.846,-71.969
-178.673,-58.900
117.870,128.956
-68.335,-65.972
-66.518,-71.473
-109.017,129.303
129.871,143.291
-168.429,-43.278
-114.065,139.993
-23.364,191.952
110.611,143.413
-168.532,-40.574
-170.976,-43.990
-176.275,-40.134
-81.929,-78.950
-178.684,-50.384
-164.249,-44.863
-108.110,128.722
116.768,123.582
-162.678,-46.374
-19.729,186.189
-176.919,-48.245
107.896,137.500
-40.973,194.192
131.024,140.781
-75.299,-60.581
-167.344,-44.454
-24.123,183.331
121.854,120.274
-79.888,-63.980
-61.659,-66.331
-77.034,-62.551
128.508,141.459
-70.921,-60.780
-113.680,131.875
-16.215,191.950
-107.181,134.344
-68.019,-85.985
127.983,143.430
118.417,136.342
-30.453,182.949
-113.331,146.537
-23.893,194.218
-173.391,-31.821
-101.149,133.123
112.552,128.275
-176.922,-54.095
-19.208,199.841
125.016,133.723
-66.639,-71.059
-162.493,-49.004
-30.722,205.101
-66.882,-83.942
-57.527,-65.769
109.698,136.445
-166.895,-36.173
-77.254,-79.095
121.177,135.823
106.418,129.259
118.927,146.041
-36.746,183.270
119.478,132.736
-173.157,-58.254
123.409,135.343
-167.348,-34.576
-124.246,139.905
-127.966,137.570
123.849,129.790
-20.547,203.277
-170.633,-52.415
-25.948,179.346
128.983,123.413
-71.425,-66.454
-33.448,203.878
-70.856,-63.477
-23.776,195.052
-39.460,193.079
-119.256,141.578
124.072,131.650
-177.631,-41.398
-124.859,139.524
-179.224,-45.209
-70.158,-61.065
123.788,138.417
-72.428,-74.556
-83.793,-66.873
-66.955,-77.608
-179.404,-33.251
-36.319,203.136
124.215,145.206
123.857,146.609
122.271,127.309
-69.858,-74.863
-61.255,-72.905
-27.895,189.681
110.696,121.650
-68.106,-58.370
-105.321,139.365
-182.966,-57.715
-122.403,144.977
-161.414,-48.099
-102.231,131.596
125.224,136.979
-37.768,199.900
113.820,130.379
-114.350,131.563
-106.186,127.730
-14.409,194.197
131.648,128.736
-171.305,-55.592
-60.723,-67.068
-69.363,-57.506
-102.034,143.042
-79.541,-77.544
-27.531,196.859
-61.581,-69.126
-164.403,-44.713
115.442,131.179
-166.264,-46.252
-174.003,-34.854
-24.797,182.923
-105.199,139.385
-24.358,204.661
133.004,138.588
123.148,127.118
-76.597,-61.605
-179.318,-50.874
-20.424,184.945
124.382,122.854
120.370,121.567
-59.357,-67.420
-83.948,-70.981
-167.745,-58.586
-124.694,141.492
-127.467,137.652
-62.094,-67.532
-168.022,-55.496
128.553,143.611
-17.677,188.883
-170.557,-33.980
-72.960,-81.708
-30.788,206.072
126.212,140.888
-28.000,203.589
-105.725,131.842
127.565,134.535
-13.947,198.259
-14.482,187.614
-75.720,-72.085
-113.365,141.359
-28.294,208.077
-184.559,-42.822
-184.938,-44.681
-72.430,-78.371
114.342,142.038
-175.382,-45.815
-113.749,133.727
-73.851,-62.853
-37.738,186.550
-181.540,-33.383
-67.202,-83.063
128.395,139.790
-65.273,-66.582
-182.349,-39.756
-64.876,-64.265
116.807,124.951
-112.810,135.204
-28.997,183.910
-173.290,-44.191
-37.876,184.025
-81.325,-81.572
-36.382,186.864
-163.551,-43.454
-42.016,190.147
-176.326,-47.551
-174.617,-41.688
-186.433,-45.222
-184.742,-38.717
-82.686,-72.518
-71.095,-60.105
-178.186,-42.811
118.025,145.619
-36.350,195.638
134.103,132.878
-62.432,-73.021
117.579,120.156
-168.519,-33.978
-161.309,-46.217
-29.767,206.435
-178.762,-54.147
105.868,135.063
-100.969,135.869
-67.150,-83.511
118.727,141.253
-34.160,201.832
-72.398,-77.886
108.736,138.826
-109.095,142.534
-112.341,144.748
-71.644,-62.383
-32.793,207.231
-65.035,-82.984
-111.623,144.123
-167.838,-39.290
127.874,129.579
-117.179,131.294
-79.608,-72.488
-174.858,-51.637
112.682,122.354
-104.841,150.448
-21.819,189.151
-101.975,146.992
113.302,140.548
-55.317,-70.907
-178.099,-57.790
-65.623,-70.139
-16.400,191.843
-116.025,151.556
-118.831,142.973
-32.289,190.377
130.664,130.560
-183.402,-55.582
-22.691,180.002
121.684,143.651
-112.425,135.970
-174.561,-48.238
-173.640,-34.473
-179.708,-31.810
-37.086,186.400
-29.135,181.739
-34.915,186.248
-59.655,-76.182
114.990,129.590
115.332,145.508
-173.514,-57.436
-174.652,-36.078
-169.567,-44.596
-22.780,203.414
-162.310,-43.804
-78.550,-81.027
-186.561,-40.699
-67.747,-86.299
-110.246,130.706
-19.439,199.941
-102.219,129.790
-35.533,186.654
114.428,120.419
123.567,127.157
-73.254,-78.844
-20.148,192.592
-182.226,-40.124
105.275,133.684
-111.441,148.623
-30.970,183.910
-127.003,139.733
-23.379,206.208
-55.670,-71.597
-115.067,130.072
-62.677,-74.349
